CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,TenureBucket,Exited
706.0,Spain,Male,20.0,8,0.0,2,1,1,12368.11,Loyal,0
595.0,France,Male,20.0,4,95830.43,1,1,0,177738.98,Mid,0
599.0,France,Male,25.0,6,120383.41,1,1,1,24903.09,Loyal,0
661.0,France,Female,31.0,3,136067.82,2,1,0,65567.91,Mid,0
803.0,Spain,Female,37.0,1,0.0,2,0,0,7455.2,New,0
399.0,Germany,Male,46.0,2,127655.22,1,1,0,139994.68,New,1
756.0,Germany,Male,36.0,2,136815.64,1,1,1,170041.95,New,0
724.0,Spain,Male,39.0,3,0.0,2,0,1,95562.81,Mid,0
679.0,France,Female,44.0,3,118742.74,2,1,0,1568.91,Mid,0
646.0,France,Female,33.0,2,0.0,2,0,0,198208.0,New,0
850.0,Spain,Female,41.0,3,99945.93,2,1,0,71179.31,Mid,0
622.0,France,Female,38.0,4,98640.74,1,1,1,110457.99,Mid,0
537.0,Germany,Female,41.0,3,138306.34,1,1,0,106761.47,Mid,0
757.0,Spain,Female,55.0,9,117294.12,4,1,0,94187.47,Loyal,1
670.0,France,Female,45.0,5,47884.92,1,1,1,54340.24,Mid,0
496.0,Spain,Female,43.0,3,0.0,2,0,1,199505.53,Mid,0
779.0,France,Female,29.0,3,46388.16,3,1,0,127939.26,Mid,1
418.0,France,Male,36.0,7,90145.04,1,1,1,69157.93,Loyal,0
850.0,Spain,Female,32.0,5,0.0,1,1,1,3830.59,Mid,0
652.0,Germany,Female,26.0,1,131908.35,1,1,1,179269.79,New,0
506.0,France,Female,40.0,3,0.0,1,1,1,144345.58,Mid,0
632.0,Germany,Male,30.0,1,58668.02,1,1,1,78670.52,New,0
671.0,France,Female,48.0,6,119769.77,1,0,1,66032.65,Loyal,0
832.0,Spain,Female,34.0,6,138190.13,2,0,1,146511.2,Loyal,0
850.0,France,Male,20.0,7,0.0,2,1,0,31288.77,Loyal,0
715.0,France,Female,35.0,3,0.0,1,1,1,152012.36,Mid,0
692.0,France,Male,33.0,9,0.0,1,1,0,113505.93,Loyal,1
724.0,Germany,Female,33.0,9,119278.44,1,1,1,197148.24,Loyal,0
435.0,Germany,Male,32.0,2,57017.06,2,1,1,5907.11,New,0
556.0,Spain,Male,38.0,8,0.0,2,0,0,417.41,Loyal,1
620.0,France,Male,41.0,3,0.0,2,1,1,137309.06,Mid,0
703.0,Germany,Male,42.0,9,63227.0,1,0,1,137316.32,Loyal,0
614.0,Spain,Female,37.0,9,0.0,2,1,1,62023.1,Loyal,0
637.0,Germany,Male,41.0,2,138014.4,2,1,0,140298.24,New,0
627.0,France,Female,57.0,9,0.0,2,1,1,107712.42,Loyal,0
639.0,Germany,Male,35.0,10,128173.9,2,1,0,59093.39,Loyal,0
701.0,Germany,Male,23.0,5,186101.18,2,1,1,76611.33,Mid,0
704.0,France,Male,31.0,0,0.0,2,1,0,183038.33,New,0
737.0,France,Male,54.0,9,0.0,1,1,0,83470.4,Loyal,1
848.0,Spain,Male,35.0,5,120046.74,2,1,0,84710.65,Mid,0
624.0,Germany,Female,48.0,3,122388.38,2,0,0,30020.09,Mid,0
728.0,France,Female,34.0,6,90425.15,2,1,1,11597.69,Loyal,0
634.0,Germany,Female,59.0,3,95727.05,1,0,0,97939.4,Mid,1
713.0,France,Male,43.0,5,86394.14,1,1,1,130001.13,Mid,0
695.0,France,Female,42.0,7,121453.63,1,0,0,46374.64,Loyal,0
654.0,Spain,Male,34.0,5,0.0,2,1,0,159311.46,Mid,0
728.0,France,Male,30.0,10,114835.43,1,0,1,37662.49,Loyal,0
754.0,Germany,Male,62.0,1,136186.44,1,1,1,121529.59,New,1
590.0,Germany,Female,27.0,8,123599.49,2,1,0,1676.92,Loyal,0
552.0,Germany,Male,38.0,10,132271.12,2,1,1,46562.02,Loyal,0
735.0,France,Female,21.0,1,178718.19,2,1,0,22388.0,New,0
620.0,Germany,Female,34.0,8,102251.57,1,1,0,120672.09,Loyal,0
509.0,France,Male,30.0,6,0.0,2,1,0,180598.86,Loyal,0
603.0,Spain,Male,57.0,6,105000.85,2,1,1,87412.24,Loyal,1
680.0,France,Male,23.0,5,140007.19,1,0,1,31714.08,Mid,0
585.0,Germany,Male,44.0,7,163867.86,1,1,1,112333.22,Loyal,0
657.0,France,Male,34.0,3,107136.6,1,1,0,153895.46,Mid,0
777.0,Germany,Male,35.0,7,122917.69,1,1,1,76169.68,Loyal,0
545.0,Spain,Male,36.0,8,73211.12,2,1,0,89587.34,Loyal,1
757.0,Spain,Female,44.0,9,0.0,2,1,0,177528.92,Loyal,0
620.0,France,Female,29.0,3,0.0,2,0,1,153392.28,Mid,0
543.0,France,Male,62.0,4,0.0,2,1,1,148305.82,Mid,0
471.0,France,Female,27.0,4,0.0,2,1,0,122642.09,Mid,0
579.0,France,Male,28.0,4,0.0,2,1,1,176925.69,Mid,0
729.0,France,Male,44.0,5,0.0,2,0,1,9200.54,Mid,0
693.0,France,Female,39.0,4,0.0,2,0,1,142331.39,Mid,0
709.0,France,Female,45.0,3,104118.5,1,0,1,174032.0,Mid,0
584.0,France,Male,35.0,6,161613.94,2,1,1,148238.16,Loyal,0
584.0,France,Male,49.0,8,172713.44,1,1,0,113860.81,Loyal,0
550.0,Germany,Male,52.0,5,121016.23,1,1,1,41730.37,Mid,1
543.0,Germany,Male,37.0,8,140894.06,2,1,1,118059.19,Loyal,0
756.0,France,Male,40.0,1,94773.11,1,1,0,114279.63,New,0
774.0,Spain,Female,43.0,1,116360.07,1,1,0,17004.14,New,0
769.0,France,Male,31.0,4,61297.05,2,1,1,7118.02,Mid,0
524.0,Germany,Female,37.0,9,127480.58,2,1,0,179634.69,Loyal,0
617.0,France,Female,62.0,7,0.0,1,1,1,160589.18,Loyal,0
704.0,Germany,Male,41.0,4,109026.8,2,1,1,43117.1,Mid,0
590.0,France,Male,41.0,1,89086.31,1,1,0,24499.97,New,0
785.0,France,Female,34.0,9,70302.48,1,1,1,68600.36,Loyal,0
670.0,Germany,Female,42.0,5,49508.79,3,1,1,100324.01,Mid,0
700.0,France,Male,38.0,9,65962.63,1,1,1,100950.48,Loyal,0
667.0,France,Male,41.0,6,0.0,2,0,0,167181.77,Loyal,0
714.0,France,Female,25.0,4,0.0,2,0,0,82500.84,Mid,0
578.0,France,Male,30.0,4,169462.09,1,1,0,112187.11,Mid,0
525.0,Spain,Female,60.0,7,0.0,2,0,1,168034.9,Loyal,0
593.0,Spain,Female,40.0,2,0.0,1,1,1,5194.95,New,0
837.0,Germany,Male,37.0,6,94001.61,2,1,0,140723.05,Loyal,0
628.0,France,Female,45.0,8,0.0,2,1,0,193903.06,Loyal,0
613.0,Germany,Female,20.0,0,117356.19,1,0,0,113557.7,New,1
681.0,France,Female,62.0,0,0.0,2,0,1,170968.99,New,0
733.0,Spain,Female,38.0,5,0.0,2,1,1,1271.51,Mid,0
589.0,France,Male,36.0,1,100895.54,1,1,1,68075.14,New,0
793.0,Spain,Male,25.0,3,100913.57,1,0,0,10579.72,Mid,0
576.0,Germany,Female,62.0,6,140273.47,1,1,1,193135.25,Loyal,1
695.0,Spain,Female,31.0,8,0.0,2,0,1,131644.41,Loyal,0
533.0,France,Male,36.0,7,85311.7,1,0,1,156731.91,Loyal,0
562.0,France,Male,48.0,3,92347.96,1,1,1,163116.75,Mid,0
582.0,Germany,Male,33.0,2,122394.0,1,1,1,22113.93,New,0
539.0,Spain,Male,28.0,5,0.0,2,1,0,48382.4,Mid,0
726.0,Germany,Male,30.0,7,92847.59,1,1,0,146154.06,Loyal,0
659.0,Spain,Female,42.0,2,0.0,1,0,0,162734.31,New,1
714.0,France,Female,62.0,3,0.0,1,1,1,86733.61,Mid,0
554.0,France,Female,35.0,6,117707.18,2,0,0,95277.15,Loyal,1
622.0,Spain,Male,36.0,9,0.0,2,1,1,104852.6,Loyal,0
707.0,Spain,Male,43.0,10,0.0,2,1,0,118368.2,Loyal,0
756.0,France,Female,24.0,1,0.0,2,1,0,184182.25,New,0
606.0,France,Male,31.0,10,0.0,2,1,0,195209.4,Loyal,0
611.0,France,Male,49.0,3,0.0,2,1,1,142917.54,Mid,0
689.0,Germany,Female,40.0,4,78119.59,4,1,0,119259.34,Mid,1
636.0,France,Male,34.0,1,84055.43,1,0,0,37490.84,New,0
717.0,France,Female,25.0,7,108664.85,2,1,0,190011.85,Loyal,0
490.0,France,Female,37.0,3,116465.53,1,0,1,24435.77,Mid,0
738.0,Germany,Male,35.0,6,101744.84,1,0,0,85185.44,Loyal,0
602.0,Germany,Female,53.0,5,98268.84,1,0,1,45038.29,Mid,1
589.0,France,Male,34.0,6,0.0,2,1,1,177896.92,Loyal,0
652.0,France,Female,62.0,4,0.0,2,1,1,188603.07,Mid,0
705.0,Germany,Male,48.0,9,114169.16,1,0,0,173273.2,Loyal,1
648.0,France,Male,23.0,9,168372.52,1,1,0,134676.72,Loyal,0
627.0,Germany,Male,52.0,1,76101.81,2,0,1,177238.35,New,0
600.0,France,Male,35.0,4,143744.77,2,1,0,104076.51,Mid,0
690.0,Spain,Female,26.0,2,0.0,2,1,1,93255.85,New,0
732.0,France,Male,41.0,8,0.0,2,1,1,170886.17,Loyal,0
569.0,Spain,Female,41.0,4,139840.36,1,1,1,163524.7,Mid,0
745.0,Spain,Female,31.0,3,124328.84,1,1,1,140451.52,Mid,0
597.0,France,Male,19.0,2,0.0,2,1,1,91036.74,New,0
586.0,Spain,Male,41.0,3,63873.56,1,1,0,83753.64,Mid,0
670.0,Spain,Male,37.0,0,178742.71,1,1,1,194493.57,New,0
530.0,Germany,Male,33.0,9,75242.28,1,0,1,101694.67,Loyal,0
479.0,Germany,Female,23.0,9,123575.51,1,0,1,95148.28,Loyal,0
547.0,France,Male,30.0,6,0.0,2,1,1,18471.86,Loyal,0
568.0,Spain,Male,28.0,1,127289.28,1,0,0,45611.51,New,0
480.0,France,Female,40.0,7,0.0,1,1,0,170332.67,Loyal,1
694.0,Germany,Male,37.0,1,95668.82,2,1,0,100335.55,New,0
526.0,Spain,Male,38.0,2,0.0,2,0,0,58010.98,New,0
642.0,France,Male,40.0,8,109219.83,1,1,0,52827.51,Loyal,0
602.0,Germany,Female,26.0,8,113674.2,1,1,0,197861.16,Loyal,1
648.0,Spain,Female,31.0,5,0.0,2,1,1,5199.02,Mid,0
729.0,Spain,Female,42.0,1,0.0,2,1,1,149535.97,New,0
531.0,France,Male,29.0,3,114590.58,1,0,0,75585.48,Mid,0
776.0,Spain,Male,33.0,2,0.0,2,1,1,176921.0,New,0
603.0,Spain,Female,39.0,5,162390.52,2,1,0,54702.66,Mid,0
767.0,Spain,Male,47.0,2,0.0,1,1,0,48161.18,New,1
718.0,Germany,Male,43.0,5,132615.73,2,1,0,32999.1,Mid,0
567.0,France,Female,41.0,9,137891.35,1,1,0,142009.46,Loyal,1
606.0,France,Female,62.0,8,0.0,2,1,1,169741.96,Loyal,0
556.0,Spain,Male,46.0,3,131764.96,1,1,1,108500.66,Mid,1
734.0,Germany,Female,30.0,7,123040.38,1,1,1,76503.06,Loyal,0
584.0,France,Female,37.0,1,0.0,2,1,1,180363.56,New,0
670.0,Spain,Female,40.0,3,0.0,1,1,1,182650.15,Mid,0
730.0,Spain,Female,39.0,6,140094.59,1,1,0,172450.04,Loyal,1
744.0,France,Male,29.0,1,43504.42,1,1,1,119327.75,New,0
605.0,Spain,Female,29.0,3,116805.82,1,0,0,4092.75,Mid,0
592.0,Germany,Male,33.0,2,156570.86,1,1,1,37140.2,New,0
796.0,Germany,Male,39.0,5,86350.87,2,0,0,105080.53,Mid,0
510.0,France,Female,45.0,10,103821.47,2,0,1,77878.62,Loyal,0
446.0,France,Female,51.0,4,105056.13,1,0,0,70613.52,Mid,0
613.0,Spain,Female,32.0,0,0.0,2,0,1,126675.62,New,0
719.0,Spain,Male,44.0,2,0.0,2,1,0,196582.19,New,0
679.0,France,Male,36.0,1,97234.58,1,1,0,188997.08,New,0
681.0,France,Female,58.0,8,93173.88,1,1,1,139761.25,Loyal,0
698.0,France,Male,41.0,3,90605.29,1,1,1,14357.0,Mid,0
778.0,France,Male,44.0,8,123863.64,1,1,0,144494.94,Loyal,0
721.0,Spain,Male,57.0,1,0.0,1,1,1,195940.96,New,0
657.0,Spain,Male,42.0,5,41473.33,1,1,0,112979.6,Mid,1
772.0,Spain,Female,39.0,4,122486.11,2,1,1,140709.25,Mid,0
580.0,Germany,Female,38.0,1,128218.47,1,1,0,125953.83,New,1
438.0,Germany,Male,59.0,7,127197.14,1,1,0,51565.98,Loyal,1
481.0,France,Female,57.0,9,0.0,3,1,1,169719.35,Loyal,1
493.0,Germany,Female,35.0,8,178317.6,1,0,0,197428.64,Loyal,0
679.0,France,Female,33.0,6,0.0,2,1,1,98015.85,Loyal,0
527.0,France,Male,32.0,0,0.0,1,1,0,109523.88,New,0
850.0,France,Male,56.0,7,131317.48,1,1,1,119175.45,Loyal,0
512.0,France,Male,51.0,6,144953.31,1,1,1,165035.17,Loyal,0
753.0,France,Female,39.0,7,155062.8,1,1,1,16460.77,Loyal,0
609.0,Germany,Male,38.0,6,140752.06,2,0,1,171430.16,Loyal,0
753.0,France,Female,62.0,6,0.0,2,1,1,136398.9,Loyal,0
528.0,France,Male,29.0,3,102787.42,1,1,0,55972.56,Mid,0
663.0,Spain,Female,28.0,8,61274.7,2,1,0,136054.45,Loyal,0
624.0,Spain,Male,51.0,5,174397.21,2,1,1,172372.63,Mid,0
622.0,Spain,Female,36.0,0,108960.0,2,1,0,111180.3,New,1
758.0,Germany,Female,47.0,9,95523.16,1,1,0,73294.48,Loyal,0
694.0,France,Male,36.0,3,97530.25,1,1,1,117140.41,Mid,0
725.0,France,Male,37.0,6,124348.38,2,0,1,176984.34,Loyal,0
598.0,Germany,Male,19.0,3,150348.37,1,1,1,173784.04,Mid,0
687.0,France,Male,35.0,8,0.0,2,1,0,10334.05,Loyal,0
661.0,Spain,Male,38.0,7,143006.7,1,1,1,15650.89,Loyal,0
626.0,Germany,Male,27.0,4,115084.53,2,0,1,26907.43,Mid,0
510.0,France,Male,62.0,2,0.0,2,1,1,48071.61,New,0
578.0,France,Male,39.0,2,0.0,2,1,0,70563.9,New,0
697.0,France,Male,42.0,9,132739.26,2,0,0,174667.65,Loyal,0
792.0,Germany,Female,29.0,4,107601.79,1,1,0,18922.18,Mid,1
571.0,France,Female,35.0,8,0.0,2,0,0,84569.13,Loyal,0
581.0,Germany,Male,39.0,1,121523.51,1,0,0,161655.55,New,1
583.0,France,Female,44.0,8,0.0,2,1,1,27431.62,Loyal,0
561.0,France,Male,32.0,5,0.0,2,1,0,84871.99,Mid,0
644.0,Spain,Male,37.0,9,0.0,2,1,1,96442.86,Loyal,0
673.0,France,Male,47.0,1,0.0,2,0,0,108762.16,New,0
782.0,Germany,Male,35.0,7,98556.89,2,1,0,117644.36,Loyal,0
499.0,France,Female,38.0,9,0.0,2,0,1,183042.2,Loyal,0
784.0,Spain,Male,48.0,7,0.0,2,1,1,182609.97,Loyal,0
668.0,Spain,Male,34.0,0,0.0,1,0,0,99984.86,New,0
850.0,Germany,Female,31.0,1,108822.4,1,1,1,132173.31,New,0
633.0,Germany,Female,29.0,8,104944.1,1,1,1,97684.46,Loyal,0
564.0,Germany,Female,33.0,2,115761.51,1,0,1,112350.21,New,1
749.0,Spain,Female,43.0,1,124209.02,1,1,1,167179.48,New,0
832.0,France,Female,27.0,10,98590.25,1,1,0,30912.89,Loyal,0
547.0,France,Male,62.0,10,127738.75,2,1,1,85153.0,Loyal,0
723.0,Spain,Male,30.0,1,0.0,3,1,0,164647.72,New,1
716.0,France,Female,29.0,6,0.0,2,1,1,98998.61,Loyal,0
611.0,France,Male,38.0,4,71018.6,2,1,0,2444.29,Mid,0
838.0,Spain,Female,40.0,6,61671.19,1,0,1,150659.35,Loyal,1
657.0,France,Male,50.0,9,0.0,2,0,0,37171.46,Loyal,0
565.0,France,Male,46.0,7,135369.71,1,0,1,140130.22,Loyal,0
669.0,France,Male,43.0,1,163159.85,1,0,1,15602.8,New,0
564.0,Germany,Male,33.0,3,109341.87,1,1,0,75632.78,Mid,0
666.0,Germany,Male,31.0,3,123212.08,2,1,1,112157.31,Mid,0
678.0,Germany,Female,37.0,2,113383.07,1,1,1,135123.96,New,0
608.0,Germany,Male,23.0,8,197715.93,2,1,1,116124.28,Loyal,0
512.0,France,Female,62.0,2,0.0,1,1,0,123304.62,New,0
555.0,Germany,Male,42.0,6,107104.5,1,1,1,41304.44,Loyal,1
826.0,France,Male,26.0,5,142662.68,1,0,0,60285.3,Mid,0
683.0,France,Female,30.0,2,0.0,2,0,1,100496.84,New,1
728.0,France,Male,34.0,4,106328.08,1,1,0,88680.65,Mid,0
557.0,Spain,Male,48.0,10,0.0,2,1,1,185094.48,Loyal,0
641.0,France,Female,36.0,5,66392.64,1,1,0,31106.67,Mid,0
663.0,Spain,Male,30.0,4,0.0,3,1,0,101371.05,Mid,0
707.0,Spain,Male,44.0,3,0.0,2,1,1,135077.01,Mid,0
657.0,Spain,Male,36.0,8,188241.05,2,0,0,183058.51,Loyal,1
684.0,Germany,Male,37.0,1,126817.13,2,1,1,29995.83,New,1
662.0,France,Male,31.0,3,0.0,2,0,1,27731.05,Mid,0
718.0,Spain,Male,40.0,9,0.0,2,0,0,121537.91,Loyal,0
727.0,Germany,Male,36.0,6,140418.81,1,1,1,113033.73,Loyal,1
751.0,Germany,Male,50.0,2,96888.39,1,1,0,77206.25,New,1
689.0,France,Male,39.0,4,0.0,2,1,0,196112.45,Mid,0
645.0,France,Female,24.0,3,34547.82,1,1,1,11638.17,Mid,0
500.0,Spain,Female,50.0,5,0.0,4,1,1,83866.35,Mid,1
660.0,Germany,Female,39.0,5,135134.99,1,1,0,173683.0,Mid,1
573.0,France,Female,32.0,9,125321.84,2,1,1,130234.63,Loyal,0
517.0,France,Male,41.0,2,0.0,2,0,1,75937.47,New,0
672.0,France,Male,43.0,5,0.0,1,0,0,63833.09,Mid,0
632.0,Germany,Female,41.0,3,81877.38,1,1,1,33642.21,Mid,0
689.0,Germany,Female,30.0,5,136650.89,1,1,1,41865.72,Mid,1
689.0,Spain,Male,40.0,2,0.0,2,1,1,164768.82,New,0
683.0,France,Female,42.0,8,0.0,2,0,1,198134.9,Loyal,0
591.0,Spain,Female,40.0,1,86376.29,1,0,1,136767.16,New,1
850.0,France,Male,35.0,2,0.0,2,1,1,56991.66,New,0
502.0,France,Female,62.0,3,139663.37,1,0,1,100995.11,Mid,0
753.0,France,Female,43.0,5,0.0,2,1,0,109881.71,Mid,0
497.0,Spain,Male,44.0,2,121250.04,1,0,1,79691.4,New,0
565.0,Germany,Female,32.0,4,90322.99,2,0,1,118740.37,Mid,0
558.0,France,Female,45.0,1,153697.53,2,0,0,89891.4,New,1
682.0,France,Female,35.0,2,181166.44,1,1,1,63737.19,New,1
515.0,Germany,Male,37.0,2,90432.92,1,1,1,188366.04,New,1
508.0,France,Male,44.0,3,115451.05,2,0,0,67234.33,Mid,0
745.0,Germany,Male,48.0,10,96048.55,1,1,0,74510.65,Loyal,0
595.0,France,Female,39.0,9,136422.41,1,1,1,151757.81,Loyal,0
620.0,Germany,Female,25.0,8,141825.88,1,1,1,73857.94,Loyal,1
605.0,France,Female,51.0,9,104760.82,1,1,1,165574.54,Loyal,1
850.0,Germany,Female,31.0,1,130089.56,2,1,1,4466.21,New,0
481.0,Spain,Male,39.0,1,111233.09,1,1,1,123995.15,New,0
570.0,France,Male,23.0,2,0.0,1,0,0,198830.98,New,0
542.0,France,Female,31.0,3,0.0,2,1,1,115217.59,Mid,0
723.0,France,Male,25.0,3,0.0,2,1,1,134509.47,Mid,0
835.0,France,Male,28.0,2,163569.61,2,1,1,154559.28,New,0
722.0,France,Female,35.0,2,163943.89,2,1,1,15068.18,New,0
655.0,France,Female,32.0,2,0.0,1,1,1,71047.51,New,0
782.0,Spain,Male,23.0,10,98052.66,1,1,1,142587.32,Loyal,0
537.0,France,Male,39.0,2,0.0,2,1,1,137651.6,New,0
556.0,Germany,Female,43.0,4,125890.72,1,1,1,74854.97,Mid,0
553.0,Germany,Female,25.0,7,128524.19,2,1,0,20682.46,Loyal,0
850.0,France,Male,33.0,7,140956.99,1,0,0,3510.18,Loyal,0
716.0,France,Female,23.0,2,94464.81,2,0,1,185900.88,New,0
383.0,France,Female,46.0,6,0.0,1,1,0,157333.69,Loyal,1
775.0,France,Female,30.0,10,191091.74,2,1,1,96170.38,Loyal,0
667.0,Spain,Male,56.0,2,168883.08,1,0,1,18897.78,New,0
850.0,France,Female,35.0,6,81684.97,1,1,0,824.0,Loyal,0
777.0,Germany,Female,37.0,10,121532.17,2,1,1,73464.88,Loyal,0
659.0,Spain,Female,33.0,8,115409.6,1,0,1,1539.21,Loyal,0
721.0,Spain,Male,51.0,0,169312.13,1,1,0,109078.35,New,1
521.0,France,Male,27.0,4,121325.84,1,1,1,164223.7,Mid,1
684.0,France,Female,43.0,7,0.0,2,1,0,131093.99,Loyal,0
475.0,France,Male,40.0,7,160818.08,1,0,1,169642.13,Loyal,1
695.0,Spain,Male,28.0,0,96020.86,1,1,1,57992.49,New,0
555.0,France,Male,51.0,5,0.0,3,1,0,189122.89,Mid,1
720.0,Germany,Male,46.0,3,97042.6,1,1,1,133516.51,Mid,1
479.0,France,Female,35.0,2,113090.4,1,1,0,195649.79,New,0
742.0,France,Female,60.0,4,0.0,1,1,1,13161.66,Mid,1
508.0,Germany,Male,28.0,0,96213.82,2,1,0,147913.56,New,0
742.0,Germany,Male,33.0,0,181656.51,1,1,1,107667.91,New,0
666.0,France,Male,46.0,5,123873.19,1,1,1,177844.06,Mid,0
660.0,Germany,Female,37.0,2,133200.09,1,0,0,71433.88,New,0
749.0,Germany,Male,62.0,6,182532.23,2,1,1,195429.92,Loyal,0
592.0,France,Male,54.0,8,0.0,1,1,1,28737.71,Loyal,1
711.0,Germany,Female,35.0,2,133607.75,1,1,1,120586.32,New,0
596.0,France,Female,33.0,1,138162.81,1,1,0,85412.54,New,0
567.0,France,Female,45.0,4,0.0,2,0,1,121053.19,Mid,0
602.0,Spain,Male,33.0,5,0.0,2,0,1,64038.34,Mid,0
678.0,France,Female,31.0,1,0.0,2,0,1,130446.65,New,0
674.0,France,Female,42.0,9,0.0,2,1,0,4292.72,Loyal,0
736.0,Germany,Male,50.0,9,116309.01,1,1,0,185360.4,Loyal,1
712.0,France,Male,24.0,2,0.0,1,0,1,121232.51,New,0
746.0,France,Male,47.0,8,142382.03,1,1,1,62086.62,Loyal,0
516.0,France,Female,40.0,9,0.0,2,0,1,33266.29,Loyal,0
617.0,Spain,Female,36.0,7,115617.24,1,1,1,71519.4,Loyal,0
659.0,Germany,Female,32.0,3,150923.74,2,0,1,174652.51,Mid,0
841.0,Spain,Male,41.0,1,0.0,2,0,1,193093.77,New,0
608.0,Spain,Male,62.0,8,123935.35,1,1,1,65758.19,Loyal,0
679.0,France,Male,60.0,6,0.0,2,1,1,77331.77,Loyal,0
540.0,France,Female,31.0,7,0.0,1,0,1,183051.6,Loyal,1
537.0,France,Female,38.0,10,0.0,1,0,0,52337.97,Loyal,1
586.0,France,Male,58.0,7,151933.63,1,1,0,162960.05,Loyal,1
668.0,Germany,Female,32.0,10,92041.87,1,1,1,43595.9,Loyal,0
564.0,Spain,Male,31.0,5,121461.87,1,1,1,20432.09,Mid,1
623.0,France,Female,24.0,5,0.0,2,1,0,116160.04,Mid,0
750.0,Spain,Female,39.0,7,119565.92,1,1,0,87067.73,Loyal,0
667.0,Germany,Female,48.0,1,97133.92,2,0,0,113316.77,New,1
773.0,Germany,Male,34.0,10,126979.75,1,0,0,36823.28,Loyal,0
531.0,Spain,Male,31.0,2,118899.45,2,0,0,41409.36,New,0
681.0,France,Male,59.0,4,122781.51,1,0,1,140166.95,Mid,0
693.0,Germany,Male,40.0,0,120711.73,1,0,0,27345.18,New,1
554.0,Germany,Female,55.0,0,108477.27,1,0,1,140003.0,New,1
782.0,Germany,Female,53.0,1,81571.05,1,1,0,182960.46,New,1
620.0,France,Male,32.0,6,0.0,2,1,0,56139.09,Loyal,0
617.0,Spain,Female,45.0,1,0.0,1,1,0,143298.06,New,0
613.0,France,Male,26.0,4,100446.57,1,0,1,149653.81,Mid,0
480.0,France,Male,40.0,6,148790.61,1,0,1,79329.7,Loyal,0
580.0,France,Female,56.0,1,131368.3,1,1,0,106918.67,New,1
653.0,France,Female,62.0,0,121276.32,1,1,1,160348.31,New,0
496.0,Germany,Female,55.0,4,125292.53,1,1,1,31532.96,Mid,1
728.0,Germany,Female,33.0,9,150412.14,2,1,0,170764.08,Loyal,0
520.0,France,Female,38.0,4,0.0,2,1,0,56388.63,Mid,0
687.0,France,Female,24.0,3,110495.27,1,1,0,158615.41,Mid,0
599.0,Germany,Male,61.0,1,124737.96,1,0,1,90389.61,New,1
694.0,France,Male,60.0,9,0.0,1,1,1,57088.97,Loyal,0
664.0,Spain,Male,44.0,7,77526.66,3,0,0,57338.56,Loyal,1
803.0,Germany,Male,41.0,9,137742.9,2,1,1,166957.82,Loyal,0
749.0,France,Female,27.0,9,0.0,2,1,0,132734.87,Loyal,0
528.0,Spain,Male,40.0,4,0.0,2,1,0,25399.7,Mid,0
813.0,Germany,Male,27.0,6,111348.15,1,1,0,46422.46,Loyal,0
667.0,France,Male,43.0,8,190227.46,1,1,0,97508.04,Loyal,1
766.0,Germany,Male,30.0,4,127786.28,2,1,1,28879.3,Mid,0
676.0,Spain,Female,30.0,5,0.0,2,0,1,157888.5,Mid,0
606.0,Spain,Female,25.0,3,147386.72,3,1,0,45482.04,Mid,1
512.0,France,Male,36.0,0,129804.17,1,1,0,53020.9,New,0
678.0,France,Female,32.0,9,0.0,1,1,1,148210.64,Loyal,0
584.0,Germany,Female,29.0,7,105204.01,1,0,1,138490.03,Loyal,0
626.0,France,Female,44.0,10,81553.93,1,1,0,20063.63,Loyal,1
622.0,France,Female,39.0,9,83456.79,2,0,0,38882.34,Loyal,0
635.0,France,Male,43.0,10,122198.21,2,0,1,179144.54,Loyal,0
593.0,France,Male,50.0,6,171740.69,1,0,0,20893.61,Loyal,0
603.0,Germany,Male,46.0,4,98899.76,2,1,1,86190.34,Mid,0
505.0,Germany,Male,43.0,6,127146.68,1,0,0,137565.87,Loyal,0
509.0,France,Male,55.0,8,132387.91,2,1,1,170360.11,Loyal,0
511.0,France,Male,58.0,0,149117.31,1,1,1,162599.51,New,0
777.0,France,Female,58.0,4,0.0,1,1,1,62449.07,Mid,1
651.0,France,Female,62.0,0,0.0,2,1,1,190454.04,New,0
805.0,France,Male,39.0,2,0.0,1,0,0,166650.32,New,0
683.0,Germany,Female,49.0,7,108797.63,2,0,0,140763.18,Loyal,0
717.0,Spain,Male,33.0,1,99106.73,1,0,0,194467.23,New,0
615.0,France,Male,41.0,4,130385.82,1,0,1,130661.95,Mid,0
592.0,Spain,Male,35.0,6,80285.16,1,1,0,72678.75,Loyal,1
585.0,Germany,Female,40.0,3,162261.01,2,1,0,137028.51,Mid,0
783.0,France,Male,40.0,6,0.0,2,1,0,109742.55,Loyal,0
678.0,France,Female,50.0,6,0.0,1,1,0,8199.5,Loyal,0
511.0,France,Female,33.0,3,0.0,2,1,0,132436.71,Mid,0
642.0,France,Male,25.0,7,0.0,2,1,0,102083.78,Loyal,0
807.0,France,Male,42.0,7,118274.71,1,1,1,25885.72,Loyal,0
748.0,France,Female,49.0,7,29602.08,1,0,0,163550.58,Loyal,1
573.0,Spain,Male,38.0,4,0.0,2,1,1,196517.43,Mid,0
743.0,Spain,Male,35.0,6,79388.33,1,1,1,193360.69,Loyal,0
776.0,Germany,Female,37.0,1,93124.04,2,1,1,196079.32,New,0
